PN,OD,ID,Height,AWG,Min Diameter,Nominal Diameter,Max Diameter,Effective Diameter,Turns,AL,Inductance,Fill Factor
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,16.0,0.0517,0.0524,0.0531,0.053448,18,72.0,23.328,0.35108820713901767
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,17.0,0.0462,0.0469,0.0475,0.047838,21,72.0,31.752,0.3281301545616624
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,18.0,0.0412,0.0418,0.0424,0.042636,24,72.0,41.472,0.29788248501523656
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,19.0,0.0367,0.0373,0.0379,0.038046,27,72.0,52.488,0.2668471634686446
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,20.0,0.0329,0.0335,0.034,0.034170000000000006,31,72.0,69.192,0.2471339842422628
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,21.0,0.0293,0.0298,0.0303,0.030396,35,72.0,88.2,0.2207911875718413
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,22.0,0.0261,0.0266,0.027,0.027132,40,72.0,115.2,0.20105016206262527
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,23.0,0.0234,0.0239,0.0243,0.024378,45,72.0,145.8,0.18259525122359405
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,24.0,0.0209,0.0213,0.0217,0.021726,51,72.0,187.272,0.1643654548496175
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,25.0,0.0186,0.019,0.0194,0.01938,57,72.0,233.928,0.14617167394859232
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,26.0,0.0166,0.017,0.0173,0.01734,64,72.0,294.912,0.13138899165831583
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,27.0,0.0149,0.0153,0.0156,0.015606,72,72.0,373.248,0.11972821864864026
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,28.0,0.0133,0.0137,0.014,0.013974,81,72.0,472.392,0.10799591194811271
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,29.0,0.0119,0.0123,0.0126,0.012546,90,72.0,583.2,0.09672392135157837
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,30.0,0.0106,0.0109,0.0112,0.011118,102,72.0,749.088,0.08608635716318658
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,31.0,0.0094,0.0097,0.01,0.009894,115,72.0,952.2,0.07686390981239498
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,32.0,0.0085,0.0088,0.009,0.008976000000000001,128,72.0,1179.648,0.07041358833231817
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,33.0,0.0075,0.0078,0.0081,0.007956,145,72.0,1513.8,0.06266692293530116
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,34.0,0.0067,0.007,0.0072,0.0071400000000000005,161,72.0,1866.312,0.056040644203744244
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,35.0,0.0059,0.0062,0.0065,0.006324,183,72.0,2411.208,0.04997072283738405
120-125u,0.6799216269999999,0.37519705299999995,0.279921411,36.0,0.0053,0.0056,0.0058,0.005712,203,72.0,2967.048,0.045222363322673605
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,10.0,0.1026,0.1037,0.1047,0.105774,3,6.0,0.054,0.6102672124983034
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,11.0,0.0915,0.0925,0.0936,0.09435,4,6.0,0.096,0.6474179358513041
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,12.0,0.0816,0.0825,0.0835,0.08415,5,6.0,0.15,0.6437528598813644
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,13.0,0.0729,0.0737,0.0746,0.075174,6,6.0,0.216,0.616492072108255
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,14.0,0.0651,0.0659,0.0666,0.067218,7,6.0,0.294,0.575056000057292
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,15.0,0.058,0.0587,0.0594,0.059874000000000004,8,6.0,0.384,0.5214437416820408
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,16.0,0.0517,0.0524,0.0531,0.053448,10,6.0,0.6,0.5194022707211329
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,17.0,0.0462,0.0469,0.0475,0.047838,11,6.0,0.726,0.45769865959552253
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,18.0,0.0412,0.0418,0.0424,0.042636,13,6.0,1.014,0.4296721310468612
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,19.0,0.0367,0.0373,0.0379,0.038046,15,6.0,1.35,0.39477550035232767
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,20.0,0.0329,0.0335,0.034,0.034170000000000006,17,6.0,1.734,0.36089411934711896
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,21.0,0.0293,0.0298,0.0303,0.030396,20,6.0,2.4,0.3359725485775849
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,22.0,0.0261,0.0266,0.027,0.027132,23,6.0,3.174,0.3078451949712731
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,23.0,0.0234,0.0239,0.0243,0.024378,26,6.0,4.056,0.28093795697818
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,24.0,0.0209,0.0213,0.0217,0.021726,30,6.0,5.4,0.2574670942145024
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,25.0,0.0186,0.019,0.0194,0.01938,34,6.0,6.936,0.23218138041311634
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,26.0,0.0166,0.017,0.0173,0.01734,38,6.0,8.664,0.20774123510647258
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,27.0,0.0149,0.0153,0.0156,0.015606,43,6.0,11.094,0.1904112425989063
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,28.0,0.0133,0.0137,0.014,0.013974,48,6.0,13.824,0.17042120888931198
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,29.0,0.0119,0.0123,0.0126,0.012546,54,6.0,17.496,0.15454154605717943
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,30.0,0.0106,0.0109,0.0112,0.011118,61,6.0,22.326,0.13709578444026588
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,31.0,0.0094,0.0097,0.01,0.009894,69,6.0,28.566,0.12281002767898308
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,32.0,0.0085,0.0088,0.009,0.008976000000000001,77,6.0,35.574,0.11279694554650183
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,33.0,0.0075,0.0078,0.0081,0.007956,87,6.0,45.414,0.10012665969016277
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,34.0,0.0067,0.007,0.0072,0.0071400000000000005,98,6.0,57.624,0.09083713449110192
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,35.0,0.0059,0.0062,0.0065,0.006324,111,6.0,73.926,0.08071376904040259
130-14u,0.464960881,0.22992138399999998,0.18110245999999997,36.0,0.0053,0.0056,0.0058,0.005712,123,6.0,90.774,0.07296631864428105
130-19u,0.464960881,0.22992138399999998,0.18110245999999997,10.0,0.1026,0.1037,0.1047,0.105774,3,8.0,0.072,0.6102672124983034
130-19u,0.464960881,0.22992138399999998,0.18110245999999997,11.0,0.0915,0.0925,0.0936,0.09435,4,8.0,0.128,0.6474179358513041
130-19u,0.464960881,0.22992138399999998,0.18110245999999997,12.0,0.0816,0.0825,0.0835,0.08415,5,8.0,0.2,0.6437528598813644
130-19u,0.464960881,0.22992138399999998,0.18110245999999997,13.0,0.0729,0.0737,0.0746,0.075174,6,8.0,0.288,0.616492072108255
130-19u,0.464960881,0.22992138399999998,0.18110245999999997,14.0,0.0651,0.0659,0.0666,0.067218,7,8.0,0.392,0.575056000057292
130-19u,0.464960881,0.22992138399999998,0.18110245999999997,15.0,0.058,0.0587,0.0594,0.059874000000000004,8,8.0,0.512,0.5214437416820408
130-19u,0.464960881,0.22992138399999998,0.18110245999999997,16.0,0.0517,0.0524,0.0531,0.053448,10,8.0,0.8,0.5194022707211329
130-19u,0.464960881,0.22992138399999998,0.18110245999999997,17.0,0.0462,0.0469,0.0475,0.047838,11,8.0,0.968,0.45769865959552253
